what,kind,bundleId,bundleVersion,description,time
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124209840
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124210894
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124211986
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124213030
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124214095
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124215159
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124216221
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124217267
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124218370
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124219415
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124220507
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124221553
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124222600
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124223644
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124224688
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124225730
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124226774
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124227821
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124228880
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124229924
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124230964
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124232012
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124233065
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124234118
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124235162
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124236206
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124237248
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124238322
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124239395
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124240436
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124241477
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124242533
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124243579
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124244626
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124245669
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124246709
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124247783
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124248826
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124249868
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124250921
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124251962
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124253002
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124254047
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124255112
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124256156
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124257261
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124258304
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124259421
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124260463
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124261508
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124262567
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124263610
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124264680
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124265723
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124266785
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124267828
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124268901
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124269943
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124270992
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124272033
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124273141
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124274186
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124275250
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124276294
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124277335
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124278378
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124279421
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124280464
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124281505
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124282545
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124283587
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124284627
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124285697
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124286778
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124287825
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124288906
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124289948
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124291084
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124292128
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124293184
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124294229
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124295319
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124296389
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124297455
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124298501
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124299589
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124300646
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124301711
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124302761
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124303824
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124304870
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124305987
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124307029
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124308131
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124309191
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124310357
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124311416
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124312486
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124313540
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124314644
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124315687
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124316769
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124317821
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124318872
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124319936
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124320980
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124322034
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124323076
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124324135
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124325176
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124326217
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124327341
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124328381
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124329473
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124330516
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124331598
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124332639
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124333703
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124334745
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124335884
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124336936
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124337988
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124339029
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124340098
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124341154
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124342198
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124343238
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124344283
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124345325
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124346365
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124347407
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124348454
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124349494
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124350537
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124351672
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124352711
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124353852
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124354910
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124355963
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124357007
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124358136
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124359198
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124360324
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1360124361142
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1360124361164
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124361364
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124362420
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1360124363316
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124364141
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124367482
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124369093
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124370139
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124371243
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124372297
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124373385
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1360124373958
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: parcel-components-core",1360124374446
